"RETURN_ID","ORDER_ID","RETURNED"
"51370532","816344773","Yes"
"51483548","452754290","Yes"
"51651468","412837574","Yes"
"51936232","15036688","Yes"
"52053810","531605585","Yes"
"52091472","863639447","Yes"
"52204864","300541033","Yes"
"52390430","496206800","Yes"
"52525888","884591796","Yes"
"52638343","116239018","Yes"
"52730708","452128990","Yes"
"52899152","602828503","Yes"
"53006223","589269477","Yes"
"53453162","428326736","Yes"
"53890088","839644555","Yes"
"53953247","431406031","Yes"
"54199015","59078236","Yes"
"54366969","47534444","Yes"
"54607699","522305659","Yes"
"55111954","852318824","Yes"
"55473466","165787159","Yes"
"55560822","229671773","Yes"
"55580304","395091593","Yes"
"55861563","655148533","Yes"
"55878540","39420914","Yes"
"55928707","703894672","Yes"
"56117220","950532514","Yes"
"56205798","930669358","Yes"
"56280983","273272034","Yes"
"56345814","248095315","Yes"
"56420067","3703539","Yes"
"56649814","450892212","Yes"
"56688431","797229562","Yes"
"57124050","138197182","Yes"
"57302036","617156086","Yes"
"58350499","268825642","Yes"
"58353142","36631778","Yes"
"58514986","226349216","Yes"
"58717165","336189913","Yes"
"59312038","222430523","Yes"
"59676634","363138696","Yes"
"59702703","91105824","Yes"
"59989458","837300962","Yes"
"60230936","706707174","Yes"
"60258547","161556162","Yes"
"60274628","815183247","Yes"
"60467908","260594742","Yes"
"60727497","634611044","Yes"
"60746378","489317720","Yes"
"60755154","512195827","Yes"
"61049276","67414745","Yes"
"61074737","251523098","Yes"
"61087722","735198175","Yes"
"61155215","585632027","Yes"
"61341233","977369495","Yes"
"61563298","956308442","Yes"
"61579436","386218606","Yes"
"61644415","564630074","Yes"
"61837906","33942769","Yes"
"61839689","578432698","Yes"
"61879410","431511237","Yes"
"62016478","12398309","Yes"
"62433486","620265835","Yes"
"62442265","99274606","Yes"
"63111958","137444530","Yes"
"63247764","92304559","Yes"
"63758168","364880052","Yes"
"63816842","670604935","Yes"
"64099906","129567132","Yes"
"64876873","98661789","Yes"
"65035499","762756487","Yes"
"65286648","260786591","Yes"
"65328590","305268203","Yes"
"65626738","288062029","Yes"
"66215651","457625374","Yes"
"66410390","809476968","Yes"
"66551841","533727820","Yes"
"66795182","812170114","Yes"
"66903338","990030454","Yes"
"67080950","929856781","Yes"
"67508631","569365660","Yes"
"68301592","791264540","Yes"
"68384543","516881973","Yes"
"68391082","674979277","Yes"
"68529788","576773613","Yes"
"68703806","656375016","Yes"
"68766995","751571008","Yes"
"69104510","496882168","Yes"
"69538368","710090239","Yes"
"69541406","910618293","Yes"
"69807514","28031224","Yes"
"69846457","796089721","Yes"
"69894411","121371231","Yes"
"70165992","632770269","Yes"
"70190259","279195624","Yes"
"70435981","644332499","Yes"
"70630643","358884247","Yes"
"70662563","549825237","Yes"
"71073983","337497406","Yes"
"71155476","676318286","Yes"
"71203595","530496065","Yes"
"71478160","519167290","Yes"
"71867739","554573643","Yes"
"71946084","461896506","Yes"
"72083993","612908752","Yes"
"72103273","397844177","Yes"
"72123572","664464507","Yes"
"72216642","318426177","Yes"
"72389904","984417539","Yes"
"72946458","948648693","Yes"
"73010470","23748730","Yes"
"73342659","214333974","Yes"
"73466020","925592071","Yes"
"73939919","115511225","Yes"
"74278556","797667629","Yes"
"74339763","412480109","Yes"
"74396850","914942391","Yes"
"74490399","859802187","Yes"
"74553422","510697096","Yes"
"74701209","939785250","Yes"
"74777441","521044187","Yes"
"74824259","89166828","Yes"
"74844564","367074012","Yes"
"75082316","120504780","Yes"
"75506575","87085758","Yes"
"75543220","244175028","Yes"
"76412796","331608606","Yes"
"76654143","746411665","Yes"
"76766645","295770672","Yes"
"76837530","215694959","Yes"
"77080035","366437495","Yes"
"77180655","689801871","Yes"
"77592198","318592102","Yes"
"77705790","153518984","Yes"
"77892886","796223982","Yes"
"77935750","883882420","Yes"
"78043351","782254313","Yes"
"78166732","100376329","Yes"
"78177006","516698554","Yes"
"78773055","882582779","Yes"
"78916974","112731237","Yes"
"78922435","722689751","Yes"
"79449703","876874154","Yes"
"79559017","566766503","Yes"
"79861708","853818834","Yes"
"80163306","413924479","Yes"
"80178560","613897327","Yes"
"80251889","949720684","Yes"
"80646782","243571160","Yes"
"80653258","695099854","Yes"
"80714656","818716584","Yes"
"80719863","550982591","Yes"
"80908218","130198023","Yes"
"81419104","784510059","Yes"
"81608331","89889415","Yes"
"81918214","581759507","Yes"
"81918307","364460867","Yes"
"82005888","211477439","Yes"
"82020891","185288865","Yes"
"82184954","156972094","Yes"
"82422811","203771384","Yes"
"82441318","856408569","Yes"
"82627494","412237982","Yes"
"82793031","259335827","Yes"
"82866543","554690969","Yes"
"82899548","134155406","Yes"
"83098384","407300292","Yes"
"83135584","820999401","Yes"
"83565499","208313263","Yes"
"83664527","490018664","Yes"
"83890787","345041906","Yes"
"83923954","4553938","Yes"
"83994283","804447681","Yes"
"84064300","169014514","Yes"
"84488522","212851913","Yes"
"84669896","288728309","Yes"
"84790429","877803727","Yes"
"84882238","155863506","Yes"
"85557507","3218271","Yes"
"85564991","517745056","Yes"
"85680487","518481354","Yes"
"85928689","584222828","Yes"
"86033303","850480008","Yes"
"86501231","857063156","Yes"
"86653106","812834547","Yes"
"86663677","541696285","Yes"
"86693925","819028732","Yes"
"86920800","496109110","Yes"
"86954258","508310658","Yes"
"87242528","474717124","Yes"
"87558669","657574907","Yes"
"87633298","918709206","Yes"
"87837998","130180076","Yes"
"87923148","801903105","Yes"
"87970576","574355614","Yes"
"88024624","822238663","Yes"
"88357861","583155055","Yes"
"88888471","298710388","Yes"
"89049809","567237343","Yes"
"89258617","579866021","Yes"
"89321202","771586496","Yes"
"89361584","659035313","Yes"
"89423355","828065831","Yes"
"89551823","105131772","Yes"
"89985502","546815074","Yes"
"90024211","655462701","Yes"
"90141353","609598058","Yes"
"90165479","377071359","Yes"
"90716169","378383951","Yes"
"91010938","578916709","Yes"
"91228193","701252262","Yes"
"91844453","553090902","Yes"
"91941732","117681109","Yes"
"92380975","286765518","Yes"
"92541250","337658899","Yes"
"92776453","621501292","Yes"
"92996735","941171170","Yes"
"93112142","640038087","Yes"
"93259095","326414515","Yes"
"93287380","129787291","Yes"
"93375275","836824694","Yes"
"93434917","275245898","Yes"
"93454582","860873041","Yes"
"93678728","249988701","Yes"
"93679995","347454355","Yes"
"94131872","95726776","Yes"
"94262943","465415811","Yes"
"94902527","173122098","Yes"
"94946971","223835132","Yes"
"95032626","632705405","Yes"
"95100852","118521774","Yes"
"95173604","363080500","Yes"
"95342288","780909497","Yes"
"95422746","385684266","Yes"
"95540444","768629390","Yes"
"95744008","800052817","Yes"
"95998085","95823985","Yes"
"96209739","985713788","Yes"
"96394754","525491590","Yes"
"96589009","470891944","Yes"
"96705148","113853191","Yes"
"97020976","399938783","Yes"
"97238523","991487764","Yes"
"97611813","599248347","Yes"
"98171754","503610505","Yes"
"98447770","597044343","Yes"
"98801974","933463567","Yes"
"98880896","228846187","Yes"
"98924973","273775289","Yes"
"98938916","149115551","Yes"
"98950560","710330140","Yes"
"99218868","414436064","Yes"
"99231864","255443603","Yes"
"99242753","238649028","Yes"
"99245878","108431599","Yes"
"99684854","848365946","Yes"
"99730735","431410780","Yes"
"99891031","836320321","Yes"
"100226455","375267255","Yes"
"100971464","325425190","Yes"
"101560369","393437628","Yes"
"101642571","836841304","Yes"
"101668924","607129106","Yes"
"101675341","329456998","Yes"
"101882201","67830505","Yes"
"102110347","789594852","Yes"
"102199912","764278835","Yes"
"102346216","683871547","Yes"
"102645268","420579748","Yes"
"102734280","867936734","Yes"
"103238152","331711199","Yes"
"103453203","366727346","Yes"
"103802742","193628217","Yes"
"103820053","737591230","Yes"
"104093285","786547073","Yes"
"104163417","721174645","Yes"
"104407713","995092523","Yes"
"104779846","545510892","Yes"
"104872818","296782327","Yes"
"106131257","757292598","Yes"
"106481142","532861581","Yes"
"106871954","226514796","Yes"
"106954146","816627743","Yes"
"107080361","394201362","Yes"
"107227762","508989985","Yes"
"107509920","106660722","Yes"
"107572345","617716783","Yes"
"107881193","106076748","Yes"
"107913737","922259536","Yes"
"108033413","466038854","Yes"
"108085358","711016779","Yes"
"108230043","135856517","Yes"
"108575039","51755304","Yes"
"108671449","567741760","Yes"
"108974436","237400315","Yes"
"109591837","621033650","Yes"
"110039433","524421088","Yes"
"110507961","555076223","Yes"
"110866765","964622394","Yes"
"111348467","796716573","Yes"
"111560582","656943217","Yes"
"111631280","779419676","Yes"
"111742692","140330217","Yes"
"112223136","645770071","Yes"
"112300209","173101953","Yes"
"112618836","503559594","Yes"
"112645267","991840530","Yes"
"113056192","858275564","Yes"
"113067252","190092478","Yes"
"113244286","917324362","Yes"
"113468936","470811607","Yes"
"113645855","916012806","Yes"
"113689429","879186080","Yes"
"113771056","770859798","Yes"
"113780961","162652736","Yes"
"113971358","543328783","Yes"
"114126601","71359037","Yes"
"114188798","324700287","Yes"
"114390918","752181962","Yes"
"114472322","550212059","Yes"
"114485577","569653949","Yes"
"114772329","101465617","Yes"
"115005537","194901998","Yes"
"115102700","841123028","Yes"
"115137695","901262154","Yes"
"115439664","380199044","Yes"
"115850733","289778485","Yes"
"115885277","767538294","Yes"
"116064408","469006601","Yes"
"116358578","300552068","Yes"
"116374121","276905790","Yes"
"116653269","40766564","Yes"
"116711016","194728334","Yes"
"116863812","981181020","Yes"
"117045764","579071433","Yes"
"117275055","977891015","Yes"
"117788590","527599247","Yes"
"118212360","612646988","Yes"
"118536733","130859254","Yes"
"118578823","545055866","Yes"
"118668672","903983120","Yes"
"118701440","818099510","Yes"
"118843033","991880960","Yes"
"119067332","476951902","Yes"
"119563435","860405887","Yes"
"119695265","378696841","Yes"
"119824560","492503734","Yes"
"119848153","864777980","Yes"
"119968849","598884749","Yes"
"120148970","57019102","Yes"
"120373924","284579570","Yes"
"120550108","110659021","Yes"
"120591287","338974178","Yes"
"120653100","477333098","Yes"
"120690971","140375202","Yes"
"120795723","866740422","Yes"
"120923623","179203167","Yes"
"121201097","445298760","Yes"
"121323567","72699147","Yes"
"121517726","82376093","Yes"
"121885604","201126399","Yes"
"122135051","183599669","Yes"
"122194349","275620032","Yes"
"122295351","259016395","Yes"
"122530255","538892278","Yes"
"122692306","233720724","Yes"
"122774975","912546510","Yes"
"122825983","577707422","Yes"
"123163351","110414254","Yes"
"123673320","712930476","Yes"
"123875596","147839146","Yes"
"124083904","17107857","Yes"
"124159931","132813299","Yes"
"124327428","302253017","Yes"
"124678212","217382444","Yes"
"124767387","773559591","Yes"
"125028877","171839458","Yes"
"125728155","680413828","Yes"
"125845745","197072826","Yes"
"125980408","881643053","Yes"
"126440479","307722172","Yes"
"126538698","686210005","Yes"
"127100744","604238186","Yes"
"127122936","653312702","Yes"
"127184139","968109635","Yes"
"127437480","985435980","Yes"
"127594314","287030147","Yes"
"127707895","107499404","Yes"
"127897211","857425377","Yes"
"128629816","221317866","Yes"
"128791683","847541754","Yes"
"128800757","290962654","Yes"
"129182291","281313964","Yes"
"129359154","580035208","Yes"
"129549516","600713149","Yes"
"129560300","859040822","Yes"
"129633349","962111858","Yes"
"129644116","428387648","Yes"
"129673090","236657550","Yes"
"129673135","359556916","Yes"
"130228045","778223684","Yes"
"130260564","458124410","Yes"
"130408747","393559799","Yes"
"130445210","127214032","Yes"
"130567169","785952483","Yes"
"130572272","739918712","Yes"
"131024623","242461541","Yes"
"131025031","972483192","Yes"
"131191732","592704723","Yes"
"131739782","480545811","Yes"
"131740029","473302126","Yes"
"131923066","311259736","Yes"
"131930940","946582393","Yes"
"132131710","611787258","Yes"
"132153719","331348346","Yes"
"132447632","36825857","Yes"
"132497315","604731352","Yes"
"132533265","556899955","Yes"
"132536628","681356143","Yes"
"132660148","663666616","Yes"
"133151644","700992835","Yes"
"133399386","692046935","Yes"
"133434909","11257111","Yes"
"133459658","418993627","Yes"
"133506373","681390544","Yes"
"133512475","59274120","Yes"
"133720731","108967123","Yes"
"134048217","165541675","Yes"
"134055036","666793937","Yes"
"134057863","92838872","Yes"
"134341784","974582185","Yes"
"135398497","498720528","Yes"
"135671470","14299223","Yes"
"135988081","1148325","Yes"
"136080166","75202725","Yes"
"136432973","516150935","Yes"
"136455706","981673777","Yes"
"136876788","835565626","Yes"
"136895043","931174314","Yes"
"137091994","871306461","Yes"
"137225841","468338293","Yes"
"137734497","914498024","Yes"
"137839783","123990786","Yes"
"138326608","768052899","Yes"
"138468588","946761478","Yes"
"138543546","331724613","Yes"
"138977170","287467699","Yes"
"139705066","670657392","Yes"
"140033533","446055222","Yes"
"140296487","842101144","Yes"
"140540967","926266543","Yes"
"140543824","368079682","Yes"
"140575514","176301707","Yes"
"140578736","143196675","Yes"
"140596773","861903288","Yes"
"140760663","160837959","Yes"
"141027600","767432630","Yes"
"141239524","334378769","Yes"
"141398414","86722901","Yes"
"141550540","898302444","Yes"
"141609817","993367631","Yes"
"141880718","668092320","Yes"
"142513662","687195387","Yes"
"142626689","394396254","Yes"
"142799704","633179133","Yes"
"142937121","151341871","Yes"
"142990734","33508495","Yes"
"143192128","128090456","Yes"
"143241605","60004951","Yes"
"143398473","181527845","Yes"
"143914819","136680124","Yes"
"144247770","99330959","Yes"
"144329367","618018592","Yes"
"144356497","288553627","Yes"
"144480048","430487849","Yes"
"144536225","149139055","Yes"
"144548488","699776351","Yes"
"144854732","491831284","Yes"
"145405485","637017011","Yes"
"145605703","75322216","Yes"
"145863709","513554954","Yes"
"145975177","874868887","Yes"
"146126439","128451508","Yes"
"146978150","112483540","Yes"
"147110634","6084273","Yes"
"147277598","170823193","Yes"
"147864200","208211787","Yes"
"147950165","683262476","Yes"
"147959496","447728353","Yes"
"148199487","606613035","Yes"
"148395743","217923372","Yes"
"148520262","174809017","Yes"
"148972306","516573216","Yes"
"149355924","251761625","Yes"
"149450178","303696640","Yes"
"150135506","29395113","Yes"
"150305997","174284930","Yes"
"150479298","66555667","Yes"
"150942066","351068832","Yes"
"151327391","94849479","Yes"
"151916365","310733792","Yes"
"152371781","423218130","Yes"
"152505849","494166677","Yes"
"152524574","626805644","Yes"
"153114458","405808352","Yes"
"153159345","615654469","Yes"
"153519488","937351039","Yes"
"153779935","220224686","Yes"
"153880396","983983304","Yes"
"154471339","108880687","Yes"
"154809873","486249632","Yes"
"155071359","861518297","Yes"
"155126056","503743381","Yes"
"155399043","664216596","Yes"
"155546500","758651291","Yes"
"155658015","146408871","Yes"
"155674468","418674684","Yes"
"155840338","546474945","Yes"
"156515377","108839332","Yes"
"156641310","883441433","Yes"
"156993626","894502991","Yes"
"157314328","132507738","Yes"
"157632669","706362006","Yes"
"157789766","469909276","Yes"
"157913365","945037363","Yes"
"158097857","39071735","Yes"
"158694857","128146224","Yes"
"159027635","241715771","Yes"
"159140695","294490262","Yes"
"159413377","213797012","Yes"
"159446073","963403612","Yes"
"159554672","287047696","Yes"
"159567321","521086989","Yes"
"159665659","842808198","Yes"
"159669812","503484620","Yes"
"159752580","868408241","Yes"
"160153410","299443659","Yes"
"160422347","820382021","Yes"
"160517144","190866885","Yes"
"160560742","344856131","Yes"
"160724290","814091472","Yes"
"160779670","695289311","Yes"
"161447890","294125330","Yes"
"161693338","787928417","Yes"
"161993063","192800915","Yes"
"162130697","10456590","Yes"
"162274601","260419350","Yes"
"162400008","748343081","Yes"
"162980567","83341478","Yes"
"163956111","254225938","Yes"
"164475156","543326545","Yes"
"164641055","695672075","Yes"
"165237722","344021432","Yes"
"165629393","239865415","Yes"
"165747290","84770311","Yes"
"165986201","128279316","Yes"
"166022770","268991140","Yes"
"166251725","652580374","Yes"
"166324037","67503211","Yes"
"166483768","463780782","Yes"
"166768602","552242333","Yes"
"167226646","604953394","Yes"
"167359269","253489527","Yes"
"167473794","800291535","Yes"
"167546545","250003286","Yes"
"167611069","554930970","Yes"
"167985667","960822079","Yes"
"168168260","132219797","Yes"
"168267519","505186230","Yes"
"168405467","363548064","Yes"
"168541932","873640787","Yes"
"168694530","111197191","Yes"
"168705983","415012905","Yes"
"169006964","842060994","Yes"
"169011576","122404582","Yes"
"169273130","107172581","Yes"
"169734308","334593916","Yes"
"169752028","832634729","Yes"
"169963386","86261872","Yes"
"170025109","933963654","Yes"
"170235757","259726430","Yes"
"170608959","746583253","Yes"
"170663342","668559538","Yes"
"170931345","962950625","Yes"
"170968924","437432606","Yes"
"170992352","513762698","Yes"
"171009964","560839740","Yes"
"171321506","609082130","Yes"
"171919042","368739441","Yes"
"171921505","590122873","Yes"
"172061733","196710350","Yes"
"172222392","231949917","Yes"
"172282588","452435214","Yes"
"172290713","922769077","Yes"
"172299640","914262581","Yes"
"172659025","800962225","Yes"
"172689850","699033686","Yes"
"172702040","694599425","Yes"
"172774298","813154317","Yes"
"172816161","340363171","Yes"
"172899623","743364712","Yes"
"173310012","209921224","Yes"
"173359641","961237951","Yes"
"173959184","50765817","Yes"
"174239358","688739952","Yes"
"174498819","904574271","Yes"
"174640774","528103581","Yes"
"174992653","365712421","Yes"
"175470756","558205453","Yes"
"175787121","975028117","Yes"
"175808458","721882642","Yes"
"176079506","354377464","Yes"
"176187843","376030538","Yes"
"176394156","55070179","Yes"
"176995537","564177073","Yes"
"177309114","112440991","Yes"
"177326735","495325713","Yes"
"177344231","362590012","Yes"
"177361855","233514450","Yes"
"177525637","882275392","Yes"
"177826732","145065348","Yes"
"178025625","100724463","Yes"
"178063916","638780390","Yes"
"178126600","16373287","Yes"
"178407368","424350269","Yes"
"178553328","630743109","Yes"
"178586627","805626802","Yes"
"178602810","653639627","Yes"
"178784135","352339888","Yes"
"178899374","176565048","Yes"
"179157573","789193578","Yes"
"179189680","542862318","Yes"
"179452757","711075842","Yes"
"179496822","652297227","Yes"
"179531352","39286951","Yes"
"179549852","633694676","Yes"
"179748342","454605210","Yes"
"180254141","576675701","Yes"
"180270739","938618336","Yes"
"180284640","672399441","Yes"
"180309665","550935411","Yes"
"180560159","615433392","Yes"
"180910105","313338561","Yes"
"180941813","138446715","Yes"
"180947352","236531881","Yes"
"180951220","651765429","Yes"
"180990592","63709717","Yes"
"181000243","989213031","Yes"
"181455869","939269239","Yes"
"182833476","440117562","Yes"
"182881651","167395096","Yes"
"182944034","639869231","Yes"
"183024975","885712918","Yes"
"183792438","859593354","Yes"
"183938073","720406491","Yes"
"184013216","843980743","Yes"
"184665420","88776524","Yes"
"184677131","985723915","Yes"
"184910561","329922075","Yes"
"185089960","322695888","Yes"
"185104709","505148597","Yes"
"185196685","105391736","Yes"
"185412091","804830948","Yes"
"186215910","819708605","Yes"
"186266406","773665777","Yes"
"186334377","109546539","Yes"
"186647935","436017719","Yes"
"186935387","982077433","Yes"
"187161759","949382837","Yes"
"187316374","954697544","Yes"
"187656561","784994930","Yes"
"187709615","506025015","Yes"
"187721784","347695067","Yes"
"187752227","393575041","Yes"
"188429114","115936715","Yes"
"188459429","662749649","Yes"
"188537701","750270826","Yes"
"188661311","728574366","Yes"
"188834141","839196938","Yes"
"189038842","165430659","Yes"
"189050065","943339880","Yes"
"189188927","993429258","Yes"
"189480093","234064887","Yes"
"189933468","21528173","Yes"
"190134972","739693813","Yes"
"190250109","320028087","Yes"
"190257568","949490118","Yes"
"190658417","834361481","Yes"
"190817745","196054349","Yes"
"191063912","533412534","Yes"
"191708511","983688235","Yes"
"191740054","568023475","Yes"
"191949343","18678961","Yes"
"192069048","944428444","Yes"
"192434384","310753171","Yes"
"192585511","870865101","Yes"
"192634490","239514836","Yes"
"192775134","991110043","Yes"
"193071921","282418675","Yes"
"193329857","802908702","Yes"
"193482776","427631726","Yes"
"193525984","496969294","Yes"
"193861660","677132593","Yes"
"194048598","236817549","Yes"
"194390068","272917207","Yes"
"194919094","860709009","Yes"
"195120387","418525289","Yes"
"195856340","326337785","Yes"
"196072563","790993159","Yes"
"196213569","643471176","Yes"
"196440582","314475374","Yes"
"196640014","464817087","Yes"
"197080367","505612323","Yes"
"197118686","811541956","Yes"
"197375665","180236961","Yes"
"197788202","926765551","Yes"
"197789617","598098432","Yes"
"197909571","659898310","Yes"
"198216471","456304789","Yes"
"198231587","278720751","Yes"
"198281445","630294320","Yes"
"198806699","847221719","Yes"
"198869170","695773043","Yes"
"199042217","378842284","Yes"
"199234112","234440851","Yes"
"199369743","341953863","Yes"
"199426951","895461314","Yes"
"199505732","701569304","Yes"
"199841330","488247981","Yes"
"199917556","959326571","Yes"
"200139978","828568883","Yes"
"200314429","28050642","Yes"
"200383386","798995","Yes"
"200980657","495165814","Yes"
"201037153","243171820","Yes"
"201193358","517968960","Yes"
"201298663","453827192","Yes"
"201379993","63930072","Yes"
"201640475","196523906","Yes"
"201734905","573415247","Yes"
"201833261","20785890","Yes"
"202028626","519151922","Yes"
"202329807","74963418","Yes"
"203083486","110608364","Yes"
"203525658","8460954","Yes"
"203769951","904288328","Yes"
"204032779","376387530","Yes"
"204540770","480014558","Yes"
"204618043","719255935","Yes"
"206084718","14635411","Yes"
"206254771","49974636","Yes"
"206901371","104888001","Yes"
"206997131","810841564","Yes"
